,0,6,1,2,3,4,5
102,524856,737372,Moderna Vaccination,8:00:00,20:00:00,24:00:00,6
103,819778,120876,Rapid Test,8:00:00,20:00:00,48:00:00,5
104,229957,573536,Moderna Vaccination,9:30:00,22:30:00,48:00:00,7
105,918087,755796,Pfizer Vaccination,7:30:00,22:00:00,1:00:00,5
106,262732,987233,Moderna Vaccination,10:30:00,22:00:00,48:00:00,9
107,721484,387116,PCR Testing,11:00:00,22:00:00,36:00:00,7
108,655954,387116,Rapid Test,11:00:00,22:00:00,24:00:00,5
109,852567,927794,PCR Testing,9:00:00,20:00:00,24:00:00,13
110,197212,147567,Moderna Vaccination,10:30:00,0:00:00,36:00:00,13
111,328291,151663,Moderna Vaccination,11:30:00,20:00:00,48:00:00,0
112,229990,919603,Antibody Test,10:30:00,0:00:00,24:00:00,6
113,721515,927794,Rapid Test,8:30:00,21:00:00,24:00:00,8
114,983660,323629,Johnson & Johnson Vaccination,8:30:00,21:00:00,1:00:00,8
115,688751,919603,Rapid Test,8:00:00,22:00:00,36:00:00,5
116,459379,399473,Moderna Vaccination,11:00:00,22:30:00,24:00:00,12
117,950899,225331,Antibody Test,10:00:00,0:00:00,24:00:00,10
118,262772,514136,Pfizer Vaccination,10:00:00,21:00:00,0:45:00,0
119,688764,442421,Antibody Test,11:00:00,23:00:00,48:00:00,5
120,819837,637019,Pfizer Vaccination,10:00:00,22:30:00,0:45:00,12
121,950911,225331,Rapid Test,11:00:00,22:00:00,48:00:00,7
122,459393,376945,Moderna Vaccination,11:30:00,23:00:00,48:00:00,0
123,885382,387116,Johnson & Johnson Vaccination,7:30:00,21:00:00,1:00:00,9
124,230026,102450,Rapid Test,11:30:00,22:30:00,24:00:00,11
125,524938,442421,Rapid Test,10:30:00,21:30:00,24:00:00,10
126,393877,737372,Pfizer Vaccination,9:00:00,21:00:00,0:30:00,6
127,361121,927794,Johnson & Johnson Vaccination,9:30:00,20:30:00,1:00:00,11
128,918186,309307,Antibody Test,8:00:00,22:30:00,36:00:00,13
129,426669,919603,PCR Testing,8:30:00,22:00:00,36:00:00,0
130,557743,919603,Johnson & Johnson Vaccination,11:30:00,21:30:00,0:45:00,13
131,852661,102450,Johnson & Johnson Vaccination,9:30:00,0:00:00,1:00:00,12
132,164537,774197,Johnson & Johnson Vaccination,11:00:00,23:30:00,0:30:00,11
133,262844,381043,Moderna Vaccination,8:00:00,23:30:00,48:00:00,9
134,983740,569404,Antibody Test,8:00:00,0:00:00,36:00:00,13
135,164542,225331,PCR Testing,11:00:00,0:00:00,24:00:00,9
136,525000,190580,Moderna Vaccination,11:30:00,21:00:00,36:00:00,12
137,328397,102450,PCR Testing,10:30:00,22:30:00,36:00:00,12
138,721628,573536,Pfizer Vaccination,8:30:00,0:00:00,1:00:00,10
139,164576,573505,Antibody Test,10:00:00,20:30:00,48:00:00,5
140,230121,690297,Moderna Vaccination,9:00:00,22:00:00,48:00:00,0
141,623342,794746,Moderna Vaccination,8:00:00,23:30:00,24:00:00,7
142,295663,309307,Rapid Test,8:00:00,0:00:00,48:00:00,10
143,787183,342141,Moderna Vaccination,7:30:00,20:30:00,24:00:00,10
144,459513,774197,PCR Testing,9:00:00,23:00:00,24:00:00,13
145,393986,442421,Johnson & Johnson Vaccination,11:30:00,0:00:00,1:00:00,9
146,918277,569404,Johnson & Johnson Vaccination,10:00:00,0:00:00,0:45:00,11
147,197389,442421,PCR Testing,7:30:00,21:00:00,24:00:00,13
148,131853,569404,Rapid Test,8:00:00,20:00:00,36:00:00,7
149,164639,573505,Johnson & Johnson Vaccination,7:30:00,22:30:00,0:30:00,13
150,983846,309307,PCR Testing,10:00:00,20:30:00,24:00:00,9
151,525103,227393,Johnson & Johnson Vaccination,9:30:00,20:30:00,1:00:00,8
152,131892,727109,Johnson & Johnson Vaccination,10:30:00,20:00:00,0:30:00,11
153,525138,694398,Moderna Vaccination,10:00:00,23:00:00,24:00:00,6
154,164697,915580,Moderna Vaccination,10:00:00,21:00:00,24:00:00,7
155,263019,569404,PCR Testing,10:30:00,20:00:00,48:00:00,6
156,164722,399473,Pfizer Vaccination,8:30:00,22:30:00,0:30:00,13
157,295817,245889,Moderna Vaccination,9:00:00,23:00:00,48:00:00,13
158,328589,694333,PCR Testing,9:30:00,20:30:00,24:00:00,6
159,459670,157828,Moderna Vaccination,9:00:00,0:00:00,24:00:00,9
160,820129,573505,Rapid Test,10:00:00,22:30:00,24:00:00,8
161,295844,415817,Johnson & Johnson Vaccination,10:30:00,23:30:00,0:45:00,10
162,558000,424070,Moderna Vaccination,10:00:00,21:00:00,48:00:00,8
163,885681,168072,Moderna Vaccination,7:30:00,20:00:00,48:00:00,11
164,787382,520268,Johnson & Johnson Vaccination,10:30:00,22:30:00,0:45:00,8
165,164790,700557,Moderna Vaccination,10:30:00,0:00:00,36:00:00,12
166,656312,227393,Antibody Test,9:30:00,22:00:00,24:00:00,5
167,426952,381043,Pfizer Vaccination,9:00:00,21:00:00,1:00:00,7
168,754657,223309,Johnson & Johnson Vaccination,10:00:00,21:00:00,0:45:00,9
169,361461,129104,Johnson & Johnson Vaccination,11:30:00,23:30:00,0:30:00,5
170,558070,573505,PCR Testing,9:00:00,23:00:00,48:00:00,5
171,426997,227393,PCR Testing,11:30:00,22:30:00,36:00:00,7
172,820218,536659,Johnson & Johnson Vaccination,7:30:00,21:00:00,1:00:00,0
173,918524,227393,Rapid Test,8:30:00,21:30:00,36:00:00,8
174,754689,727109,Antibody Test,11:00:00,21:00:00,36:00:00,13
175,984071,550984,Antibody Test,8:00:00,20:00:00,48:00:00,0
176,984075,727109,Rapid Test,10:00:00,21:00:00,48:00:00,11
177,853019,415817,Antibody Test,10:30:00,20:00:00,36:00:00,10
178,984092,415817,Rapid Test,7:30:00,23:00:00,48:00:00,10
179,295976,727109,PCR Testing,8:30:00,21:00:00,48:00:00,7
180,558128,569486,Moderna Vaccination,7:30:00,22:00:00,36:00:00,6
181,623667,520268,Antibody Test,7:30:00,23:30:00,36:00:00,5
182,656436,745615,Moderna Vaccination,9:00:00,22:30:00,24:00:00,0
183,820278,901265,Moderna Vaccination,10:30:00,23:00:00,48:00:00,11
184,295994,753810,Moderna Vaccination,9:00:00,21:00:00,24:00:00,6
185,590910,550984,PCR Testing,10:00:00,21:00:00,36:00:00,5
186,394306,755796,Johnson & Johnson Vaccination,11:00:00,20:00:00,1:00:00,7
187,558156,415817,PCR Testing,11:00:00,21:00:00,24:00:00,0
188,361548,690297,Pfizer Vaccination,10:30:00,22:00:00,0:45:00,0
189,164954,643196,Pfizer Vaccination,9:30:00,23:00:00,0:45:00,13
190,230493,223309,Rapid Test,9:00:00,20:30:00,36:00:00,6
191,951401,129104,Rapid Test,7:30:00,21:00:00,24:00:00,6
192,787587,520268,PCR Testing,7:30:00,22:30:00,48:00:00,5
193,951433,536659,Rapid Test,9:30:00,21:30:00,24:00:00,6
194,230557,223309,Antibody Test,9:00:00,0:00:00,36:00:00,9
195,132263,342141,Pfizer Vaccination,9:00:00,0:00:00,0:45:00,12
196,132266,129104,Antibody Test,9:30:00,0:00:00,24:00:00,12
197,853181,514136,Johnson & Johnson Vaccination,11:30:00,21:00:00,0:30:00,5
198,459966,694398,Pfizer Vaccination,10:30:00,23:00:00,1:00:00,12
199,492735,954511,Moderna Vaccination,10:00:00,0:00:00,24:00:00,10
200,361673,487572,Moderna Vaccination,9:30:00,22:30:00,24:00:00,12
201,754892,223309,PCR Testing,11:30:00,21:00:00,48:00:00,8
202,689358,542846,Pfizer Vaccination,8:00:00,0:00:00,1:00:00,5
203,197846,637019,Johnson & Johnson Vaccination,10:00:00,20:00:00,1:00:00,9
204,296159,129104,PCR Testing,11:00:00,22:30:00,36:00:00,0
205,951522,755796,Rapid Test,7:30:00,23:30:00,48:00:00,10
206,230649,536659,PCR Testing,11:30:00,0:00:00,36:00:00,10
207,394498,514136,Rapid Test,10:30:00,21:30:00,24:00:00,8
208,132355,463002,Moderna Vaccination,11:30:00,21:00:00,36:00:00,10
209,623877,637019,Rapid Test,9:30:00,22:00:00,48:00:00,5
210,623881,737372,Rapid Test,8:00:00,0:00:00,24:00:00,9
211,296213,915580,Pfizer Vaccination,8:30:00,20:30:00,0:45:00,5
212,492825,573536,Rapid Test,11:30:00,20:00:00,24:00:00,8
213,525595,536659,Antibody Test,11:00:00,22:30:00,36:00:00,11
214,820523,245889,Pfizer Vaccination,10:30:00,22:30:00,0:45:00,5
215,984370,737372,Johnson & Johnson Vaccination,8:00:00,20:00:00,0:30:00,7
216,263478,157828,Pfizer Vaccination,10:30:00,22:00:00,0:30:00,9
217,361783,755796,Antibody Test,10:30:00,23:00:00,24:00:00,0
218,656714,147567,Rapid Test,8:30:00,22:00:00,24:00:00,8
219,525651,424070,Pfizer Vaccination,10:30:00,20:00:00,0:30:00,11
220,361813,755796,PCR Testing,7:30:00,20:00:00,36:00:00,10
221,296284,637019,Antibody Test,7:30:00,22:30:00,48:00:00,7
222,558433,862343,Pfizer Vaccination,7:30:00,20:30:00,0:45:00,5
223,689513,151663,Rapid Test,9:00:00,20:30:00,36:00:00,6
224,427372,168072,Pfizer Vaccination,9:30:00,23:30:00,0:30:00,9
225,787821,376945,Rapid Test,10:30:00,0:00:00,48:00:00,7
226,361848,262297,Moderna Vaccination,11:30:00,23:00:00,48:00:00,7
227,361850,401545,Pfizer Vaccination,11:00:00,20:30:00,1:00:00,0
228,755107,737372,Antibody Test,11:30:00,22:00:00,36:00:00,9
229,656806,192672,Moderna Vaccination,10:00:00,22:00:00,48:00:00,11
230,230827,700557,Pfizer Vaccination,11:00:00,22:00:00,0:45:00,10
231,656816,745615,Pfizer Vaccination,9:30:00,20:30:00,1:00:00,5
232,165298,573536,Johnson & Johnson Vaccination,9:00:00,20:00:00,1:00:00,10
233,591292,573536,Antibody Test,8:00:00,22:30:00,24:00:00,11
234,918977,987233,Antibody Test,8:30:00,20:00:00,36:00:00,8
235,624071,381043,Rapid Test,10:30:00,22:30:00,36:00:00,8
236,820681,147567,Antibody Test,11:00:00,20:00:00,36:00:00,5
237,263626,987233,Johnson & Johnson Vaccination,8:30:00,0:00:00,0:45:00,6
238,558547,481441,Moderna Vaccination,11:00:00,22:00:00,24:00:00,11
239,132582,147567,Johnson & Johnson Vaccination,11:00:00,0:00:00,1:00:00,11
240,787943,995493,Moderna Vaccination,10:00:00,0:00:00,36:00:00,7
241,820711,901265,Pfizer Vaccination,8:00:00,21:00:00,0:45:00,7
242,820721,753810,Pfizer Vaccination,8:30:00,21:30:00,0:45:00,11
243,230896,190580,Rapid Test,7:30:00,21:00:00,36:00:00,0
244,165363,954511,Pfizer Vaccination,9:00:00,20:30:00,1:00:00,13
245,591345,719015,Moderna Vaccination,10:30:00,21:30:00,24:00:00,12
246,591349,684200,Moderna Vaccination,9:30:00,23:00:00,24:00:00,11
247,165369,487572,Pfizer Vaccination,8:30:00,20:00:00,0:45:00,13
248,198140,151663,Johnson & Johnson Vaccination,7:30:00,21:00:00,1:00:00,7
249,394750,993429,Pfizer Vaccination,8:00:00,21:30:00,0:45:00,7
250,132621,876694,Pfizer Vaccination,8:00:00,21:30:00,0:30:00,5
251,853524,258218,Moderna Vaccination,9:30:00,0:00:00,36:00:00,8
252,394775,166008,Rapid Test,10:00:00,20:30:00,24:00:00,12
253,820759,856210,Pfizer Vaccination,8:30:00,20:00:00,0:45:00,6
254,624153,794746,Rapid Test,9:30:00,21:30:00,36:00:00,9
255,427549,438443,Moderna Vaccination,9:30:00,21:30:00,24:00:00,11
256,460321,643196,Rapid Test,8:30:00,20:00:00,48:00:00,11
257,329263,399473,Antibody Test,9:00:00,22:30:00,24:00:00,13
258,525873,256153,Pfizer Vaccination,8:00:00,21:30:00,1:00:00,12
259,329281,575660,Moderna Vaccination,7:30:00,21:00:00,36:00:00,5
260,198210,245915,Pfizer Vaccination,11:30:00,22:00:00,0:30:00,10
261,165461,514136,PCR Testing,11:30:00,21:00:00,24:00:00,9
262,820823,381043,Antibody Test,8:30:00,23:30:00,24:00:00,11
263,919133,190580,Antibody Test,11:00:00,0:00:00,24:00:00,7
264,689758,694398,Rapid Test,10:30:00,21:00:00,36:00:00,10
265,755298,166008,Antibody Test,8:30:00,20:30:00,48:00:00,9
266,493156,192672,Pfizer Vaccination,8:00:00,22:30:00,1:00:00,6
267,755307,690297,Antibody Test,10:00:00,21:30:00,24:00:00,0
268,558704,794746,Antibody Test,11:30:00,20:00:00,24:00:00,13
269,198264,882858,Moderna Vaccination,8:00:00,23:00:00,36:00:00,8
270,722558,915580,Rapid Test,11:00:00,23:30:00,36:00:00,13
271,951939,637019,PCR Testing,10:30:00,21:00:00,24:00:00,13
272,263812,381043,Johnson & Johnson Vaccination,9:00:00,23:30:00,0:45:00,6
273,689809,737372,PCR Testing,8:30:00,0:00:00,36:00:00,11
274,984730,690297,Johnson & Johnson Vaccination,10:30:00,21:30:00,1:00:00,0
275,591522,518325,Moderna Vaccination,11:00:00,20:00:00,36:00:00,13
276,394920,643196,Antibody Test,8:30:00,20:00:00,24:00:00,11
277,165546,995493,Pfizer Vaccination,11:00:00,20:00:00,0:45:00,10
278,100018,719015,Pfizer Vaccination,11:30:00,23:30:00,0:45:00,11
279,394932,684200,Pfizer Vaccination,11:30:00,22:30:00,0:30:00,8
280,755382,573536,PCR Testing,8:30:00,0:00:00,48:00:00,0
281,820930,794746,Johnson & Johnson Vaccination,8:00:00,20:00:00,1:00:00,5
282,296652,643196,Johnson & Johnson Vaccination,8:30:00,20:30:00,0:30:00,10
283,198349,342141,Johnson & Johnson Vaccination,10:00:00,23:00:00,0:30:00,13
284,132816,817319,Pfizer Vaccination,8:30:00,22:30:00,1:00:00,10
285,460503,342141,Antibody Test,8:30:00,22:30:00,24:00:00,5
286,886500,950455,Moderna Vaccination,9:00:00,22:00:00,36:00:00,12
287,493285,932028,Moderna Vaccination,11:00:00,20:00:00,24:00:00,8
288,722661,245889,Johnson & Johnson Vaccination,8:00:00,22:00:00,0:30:00,0
289,394982,245889,Rapid Test,9:30:00,0:00:00,24:00:00,9
290,853739,258218,Pfizer Vaccination,10:30:00,22:00:00,1:00:00,8
291,722672,987233,PCR Testing,9:30:00,23:00:00,48:00:00,8
292,984820,694398,Antibody Test,8:30:00,21:00:00,36:00:00,8
293,820986,157828,Johnson & Johnson Vaccination,11:00:00,23:30:00,0:30:00,10
294,984832,915580,Antibody Test,8:30:00,23:30:00,48:00:00,0
295,493323,151663,PCR Testing,9:30:00,20:00:00,36:00:00,13
296,919310,882858,Pfizer Vaccination,10:30:00,20:00:00,0:45:00,6
297,427809,424070,Johnson & Johnson Vaccination,8:00:00,21:00:00,0:30:00,12
298,755493,970931,Pfizer Vaccination,10:30:00,21:00:00,1:00:00,9
299,689978,950455,Pfizer Vaccination,10:00:00,20:30:00,0:45:00,11
300,395070,245889,Antibody Test,9:30:00,0:00:00,36:00:00,8
301,919360,250040,Pfizer Vaccination,9:30:00,21:30:00,0:30:00,5
302,755522,528579,Moderna Vaccination,10:00:00,20:00:00,24:00:00,6
303,788308,168072,Johnson & Johnson Vaccination,10:30:00,22:00:00,1:00:00,10
304,886616,399473,PCR Testing,8:00:00,23:30:00,24:00:00,11
305,984925,157828,Rapid Test,10:00:00,22:00:00,24:00:00,0
306,886629,424070,Rapid Test,10:00:00,23:00:00,24:00:00,6
307,264048,932028,Pfizer Vaccination,8:30:00,22:00:00,0:30:00,7
308,853876,563396,Pfizer Vaccination,8:30:00,22:00:00,1:00:00,12
309,362358,376945,PCR Testing,10:30:00,20:00:00,48:00:00,12
310,198520,399557,Pfizer Vaccination,7:30:00,21:30:00,0:45:00,0
311,624505,700557,Johnson & Johnson Vaccination,10:30:00,22:00:00,0:30:00,12
312,165753,563396,Moderna Vaccination,8:30:00,22:00:00,48:00:00,10
313,165758,381043,PCR Testing,8:30:00,21:30:00,36:00:00,13
314,591743,569486,Johnson & Johnson Vaccination,11:00:00,0:00:00,0:45:00,6
315,755609,399557,Moderna Vaccination,9:00:00,22:00:00,24:00:00,13
316,788379,190580,PCR Testing,11:00:00,21:00:00,24:00:00,9
317,231332,157828,Antibody Test,9:30:00,21:30:00,36:00:00,8
318,755630,166008,PCR Testing,10:30:00,23:00:00,48:00:00,5
319,624560,424070,Antibody Test,11:00:00,21:30:00,48:00:00,10
320,919476,168072,Rapid Test,8:00:00,20:30:00,24:00:00,10
321,296886,745615,Johnson & Johnson Vaccination,10:00:00,23:00:00,0:45:00,10
322,231357,534669,Johnson & Johnson Vaccination,9:30:00,20:30:00,0:45:00,12
323,591813,794746,PCR Testing,11:00:00,21:30:00,48:00:00,5
324,919499,901265,Johnson & Johnson Vaccination,9:00:00,22:30:00,1:00:00,11
325,395218,168072,Antibody Test,10:30:00,21:00:00,48:00:00,6
326,657374,248008,Pfizer Vaccination,7:30:00,20:00:00,1:00:00,10
327,624609,700557,Antibody Test,9:30:00,20:00:00,24:00:00,11
328,657391,553161,Pfizer Vaccination,8:30:00,0:00:00,0:45:00,13
329,428043,487572,Johnson & Johnson Vaccination,11:30:00,23:30:00,0:30:00,10
330,198675,342141,PCR Testing,8:30:00,20:30:00,24:00:00,5
331,690202,694398,PCR Testing,8:00:00,0:00:00,24:00:00,12
332,854042,542846,PCR Testing,8:00:00,22:00:00,24:00:00,9
333,755740,282825,Pfizer Vaccination,7:30:00,23:30:00,0:30:00,11
334,952350,401545,Rapid Test,11:30:00,20:30:00,24:00:00,13
335,755754,569486,Rapid Test,8:30:00,23:00:00,36:00:00,5
336,657451,131269,Moderna Vaccination,7:30:00,22:30:00,24:00:00,10
337,460867,569486,Antibody Test,8:00:00,0:00:00,24:00:00,8
338,329801,245889,PCR Testing,8:30:00,0:00:00,48:00:00,7
339,591946,157828,PCR Testing,7:30:00,20:30:00,24:00:00,13
340,657483,424070,PCR Testing,10:30:00,21:00:00,36:00:00,12
341,755815,745615,Antibody Test,9:30:00,23:30:00,36:00:00,12
342,952427,964812,Pfizer Vaccination,11:00:00,21:00:00,1:00:00,10
343,723061,745615,Rapid Test,11:30:00,22:00:00,36:00:00,0
344,886923,876694,Johnson & Johnson Vaccination,10:00:00,20:00:00,0:30:00,10
345,985229,133272,Johnson & Johnson Vaccination,9:00:00,20:30:00,0:30:00,7
346,329878,534669,Antibody Test,10:00:00,23:00:00,24:00:00,9
347,297113,862343,PCR Testing,10:30:00,22:30:00,36:00:00,7
348,329882,401545,PCR Testing,11:30:00,22:00:00,48:00:00,5
349,264353,700557,PCR Testing,10:00:00,23:30:00,24:00:00,5
350,460964,248008,Moderna Vaccination,8:00:00,0:00:00,48:00:00,5
351,329916,256153,Johnson & Johnson Vaccination,10:00:00,21:30:00,1:00:00,6
352,592076,282825,Moderna Vaccination,10:30:00,21:00:00,36:00:00,8
353,198872,139469,Pfizer Vaccination,9:30:00,21:00:00,1:00:00,6
354,887000,534669,Rapid Test,8:30:00,21:00:00,48:00:00,8
355,198875,745615,PCR Testing,10:00:00,22:00:00,24:00:00,7
356,690405,245915,Johnson & Johnson Vaccination,11:30:00,22:30:00,0:45:00,10
357,919787,901265,Antibody Test,11:00:00,20:30:00,24:00:00,8
358,887019,534669,PCR Testing,11:30:00,21:30:00,24:00:00,9
359,624889,901265,Rapid Test,9:30:00,23:00:00,36:00:00,7
360,493824,671896,Johnson & Johnson Vaccination,9:00:00,20:00:00,0:30:00,7
361,788750,678093,Pfizer Vaccination,7:30:00,20:30:00,0:45:00,0
362,657687,688341,Pfizer Vaccination,9:00:00,0:00:00,0:30:00,7
363,166173,356569,Pfizer Vaccination,7:30:00,20:00:00,0:30:00,11
364,100638,901265,PCR Testing,11:00:00,21:00:00,48:00:00,9
365,952619,954511,Rapid Test,9:30:00,22:00:00,36:00:00,0
366,231724,205025,Pfizer Vaccination,10:30:00,20:00:00,1:00:00,10
367,985393,192672,Johnson & Johnson Vaccination,8:00:00,20:30:00,0:30:00,0
368,723255,487572,Rapid Test,8:30:00,20:00:00,36:00:00,11
369,887116,753810,Antibody Test,10:00:00,22:30:00,24:00:00,12
370,395601,993429,Rapid Test,9:00:00,22:00:00,24:00:00,5
