,0,1
300,359058,958713
301,354095,223483
302,871326,698744
303,697574,317582
304,629764,903311
305,461674,901054
306,752257,307218
307,820466,542223
308,507113,706006
309,856210,395672
310,105073,694537
311,555973,177460
312,338113,462065
313,105068,306711
314,795609,410142
315,602785,700930
316,129947,832052
317,215939,408744
318,525778,181980
319,518623,401536
320,309307,918186
321,757053,908531
322,535979,803873
323,926405,667319
324,525778,682260
325,842275,436417
326,645869,930117
327,123438,564426
328,261017,377625
329,852467,565708
330,842275,661088
331,754604,436841
332,234185,403433
333,245915,723830
334,277032,826636
335,940496,268165
336,746236,794169
337,258218,853524
338,396401,707963
339,736129,474011
340,326384,206232
341,823329,524669
342,118209,971448
343,893714,469272
344,418926,446510
345,171339,319485
346,554335,183993
347,753810,887116
348,694503,856096
349,561481,757961
350,769297,640950
351,145418,360636
352,510736,207553
353,168072,427372
354,555973,182020
355,240656,181714
356,500441,996969
357,694398,459966
358,633921,641506
359,873743,935859
360,723302,823088
361,339111,932070
362,974096,645175
363,598751,504322
364,461674,536353
365,652240,378887
366,736484,116371
367,244256,891755
368,216202,442824
369,185636,346500
370,192672,493156
371,341253,841653
372,498389,501857
373,111337,338254
374,245614,386587
375,292537,293034
376,481441,428450
377,975232,137553
378,879750,475227
379,745448,975606
380,859593,775508
381,559739,961034
382,318144,434932
383,710028,779106
384,858605,301426
385,115602,567457
386,504624,767377
387,534669,887000
388,214923,875663
389,326097,433810
390,267219,699540
391,862343,297113
392,145877,925580
393,741889,337770
394,936759,571137
395,180058,484876
396,312694,942405
397,223309,230557
398,886128,478913
399,420785,934504
400,851081,278722
401,158182,270610
402,591524,719756
403,774197,524690
404,978163,120621
405,215939,337864
406,983941,277783
407,958258,223523
408,400873,284512
409,808458,776711
410,447851,904985
411,328408,407074
412,771613,285763
413,653535,200598
414,932028,493285
415,349509,384558
416,215310,266802
417,187857,775749
418,666094,891229
419,637019,951939
420,160462,962384
421,318144,763661
422,574415,767760
423,573957,238318
424,197940,281509
425,504624,961581
426,973599,205038
427,313972,170314
428,403687,462126
429,323969,824438
430,803363,501974
431,388556,845683
432,274441,557169
433,873743,547295
434,455521,933813
435,861459,968906
436,437778,453962
437,642802,714401
438,669985,134157
439,578805,939516
440,539007,859442
441,312654,475513
442,639481,596467
443,807777,440616
444,601607,608343
445,694398,984820
446,980272,606127
447,961072,104167
448,810475,182054
449,129104,132266
450,430481,528650
451,254716,930692
452,103861,615676
453,566236,407627
454,338113,626183
455,190580,525000
456,753810,526703
457,103861,316527
458,112014,124073
459,764510,596082
460,516389,724093
461,893810,438192
462,939856,582991
463,876994,169702
464,575314,130604
465,195899,548496
466,552025,609340
467,977629,307684
468,679183,285100
469,979854,868950
470,356024,817312
471,682553,894492
472,728030,574124
473,583636,713018
474,774648,496917
475,510736,375307
476,554335,778433
477,289528,471665
478,115508,931447
479,644148,638324
480,510886,111530
481,785258,901045
482,913385,516865
483,317958,665509
484,582603,770219
485,564838,646269
486,359058,959378
487,606563,462526
488,314104,239228
489,980272,285778
490,902160,667649
491,990425,382075
492,227393,918524
493,817809,471089
494,112623,488411
495,185149,928715
496,820466,677291
497,240656,768396
498,426831,376261
499,629764,834200
500,322416,470841
501,797519,732683
502,267852,357003
503,550905,144948
504,898125,505162
505,566910,381096
506,354605,464034
507,401263,584900
508,893711,113135
509,452173,290675
510,121856,641675
511,902160,314170
512,228791,312730
513,729651,533958
514,711820,872497
515,552025,872168
516,688341,921396
517,478522,936967
518,841981,297980
519,835216,948022
520,386055,903373
521,247440,807164
522,118078,613765
523,171339,740627
524,414639,933715
525,102450,852661
526,195968,352723
527,736554,875871
528,557452,989949
529,872931,696543
530,542273,449137
531,817319,691052
532,350693,992371
533,462647,645131
534,736554,613746
535,223853,206966
536,941144,707761
537,268155,224558
538,508725,801801
539,262788,989661
540,439530,808338
541,296662,555476
542,756931,611208
543,952768,627259
544,462647,883856
545,739645,824760
546,708294,484414
547,113094,172545
548,136390,316455
549,642802,228427
550,682553,663139
551,405860,366712
552,223934,893623
553,537636,805584
554,185149,898880
555,234257,993529
556,267187,802548
557,145877,171835
558,810475,453632
559,207291,824989
560,446188,949215
561,554331,577206
562,356569,855906
563,261631,813723
564,490157,732542
565,514136,165461
566,987233,263626
567,148535,507361
568,695952,680509
569,642802,451144
570,613656,441881
571,192028,651025
572,688839,439403
573,298284,540561
574,828806,811817
575,126681,971794
576,385956,177063
577,186713,430983
578,248675,732847
579,568024,567484
580,474729,908469
581,762797,865390
582,437778,584499
583,344783,602429
584,865224,800543
585,937419,643974
586,605779,291500
587,990425,218333
588,395196,254113
589,337682,579288
590,852467,337356
591,954995,497984
592,784740,728189
593,746236,144262
594,403095,455524
595,686697,761530
596,394056,830500
597,480354,605694
598,725459,270014
599,785258,566780
600,632539,382045
601,550905,931051
602,680743,112244
603,267219,866095
604,648396,316208
605,411348,753409
606,969574,671593
607,316124,569327
608,154492,311511
609,103076,238096
610,688839,569037
611,851081,997401
612,399557,658202
613,771704,783655
614,516389,496558
615,569404,918277
616,887537,242287
617,795955,740206
618,789588,801972
619,506241,269624
620,387744,173309
621,674795,473558
622,660395,999634
623,515094,902882
624,442421,819531
625,922274,271616
626,302018,731892
627,466178,907686
628,248008,102111
629,192672,330465
630,684334,562368
631,253329,217512
632,898125,871278
633,734153,764798
634,137969,571574
635,403095,676159
636,834979,386013
637,608043,523198
638,573183,949435
639,403095,123526
640,344783,767437
641,312198,670977
642,435366,741826
643,799389,273309
644,269214,995900
645,534669,329878
646,361577,576886
647,650513,605640
648,547112,462527
649,141114,189619
650,367833,441092
651,330915,836294
652,288067,384776
653,105068,532210
654,424070,427809
655,979998,609518
656,970041,573453
657,192938,136834
658,435088,242001
659,376148,314934
660,161386,413555
661,739645,757780
662,209665,866717
663,915346,351871
664,535873,737554
665,569486,460867
666,434896,695555
667,253437,846469
668,399557,822563
669,362154,687170
670,795652,477236
671,526879,436311
672,730023,865330
673,337331,615900
674,789754,612532
675,105068,469089
676,399081,152893
677,998856,518228
678,171530,158452
679,549835,535513
680,445529,603515
681,896343,541094
682,433161,707363
683,207291,958048
684,245915,198210
685,826953,946671
686,656930,317630
687,885986,181673
688,261226,675184
689,949572,478368
690,958258,523357
691,736129,146503
692,461052,297738
693,445018,403253
694,289528,109096
695,399473,459379
696,791269,367972
697,306221,968863
698,399081,615951
699,542273,750447
700,469939,377489
701,674070,429450
702,888839,917580
703,145944,531242
704,806144,703692
705,737058,162535
706,385956,146793
707,391956,342838
708,387744,601148
709,777696,649313
710,437778,355766
711,736129,835982
712,515803,685831
713,217029,909529
714,400978,806560
715,171530,388161
716,808458,846549
717,226693,942572
718,296061,249381
719,784991,927811
720,831089,848335
721,429280,342876
722,322416,277137
723,426582,792680
724,130233,251057
725,982835,677859
726,261017,600310
727,233925,926209
728,815930,109498
729,190705,135675
730,222762,416978
731,250829,968148
732,362154,915472
733,552551,679875
734,706953,759222
735,122275,550172
736,862343,558433
737,192938,397761
738,316694,903402
739,706061,350765
740,267793,215199
741,606586,956803
742,845071,448926
743,186703,954633
744,175148,347059
745,181237,374869
746,228964,384774
747,356569,463599
748,736140,605504
749,312198,670782
750,745615,656436
751,941850,130534
752,550984,590910
753,314104,633370
754,379751,702981
755,700557,230827
756,828806,746203
757,960412,352067
758,808458,379001
759,292537,122795
760,957044,305642
761,857347,605464
762,280298,647597
763,648396,611435
764,224373,512224
765,789588,570717
766,282825,528109
767,961072,174531
768,669290,356564
769,248008,232334
770,168923,341870
771,695952,554855
772,211636,864974
773,285275,104560
774,502598,636767
775,667057,312379
776,206630,288981
777,939563,191955
778,805229,137320
779,284204,973238
780,998856,943710
781,727535,235957
782,211210,429864
783,970295,281737
784,671180,846285
785,630812,950483
786,842385,305946
787,987922,368407
788,313941,990766
789,820970,188908
790,756931,440707
791,493014,780260
792,442421,393986
793,321511,487056
794,313941,501539
795,769275,149104
796,469505,631356
797,555973,570766
798,227010,418875
799,694503,952789
800,789992,388054
801,990128,573147
802,243181,911627
803,741889,760381
804,141114,190776
805,983941,606759
806,131269,657451
807,386055,670038
808,337682,942758
809,567699,366096
810,949572,544045
811,265360,773983
812,256153,559527
813,238236,106882
814,339111,279288
815,828260,866736
816,575660,199145
817,708294,423469
818,888605,358966
819,794973,988909
820,878023,251218
821,424070,657483
822,317343,354742
823,534669,887019
824,876210,292028
825,674795,575722
826,255612,318810
827,865077,467333
828,441106,308398
829,962338,129630
830,223853,302869
831,242929,972186
832,160923,213502
833,959806,613672
834,535873,482753
835,218516,545320
836,401960,267953
837,337001,865806
838,515094,408544
839,784991,665593
840,289528,304857
841,159229,575448
842,690587,826362
843,947271,379706
844,878023,387137
845,898613,252349
846,306211,772052
847,449207,400424
848,730023,310808
849,385956,534990
850,301919,900851
851,198270,882946
852,494610,805206
853,113613,738544
854,109857,842384
855,973599,734519
856,323629,983660
857,504857,182077
858,118078,904293
859,147729,527248
860,872931,530698
861,244256,469140
862,408394,407555
863,675462,220649
864,443053,959807
865,779207,636342
866,341561,941403
867,577301,687552
868,938966,345643
869,571006,522541
870,461052,430786
871,490632,115219
872,316124,435324
873,312654,740701
874,482124,273520
875,365294,438991
876,606586,563485
877,666094,595022
878,719015,985914
879,717221,629974
880,445938,584729
881,349509,868642
882,372397,881823
883,216202,578349
884,232170,107835
885,399473,164722
886,656930,969348
887,171339,384668
888,240109,500016
889,304827,619913
890,465506,436239
891,569486,591743
892,755994,431807
893,553810,929103
894,553879,344805
895,387744,400078
896,915165,391735
897,685606,543462
898,503736,453483
899,388556,611222
900,277032,959872
901,262788,962596
902,484486,532935
903,283189,600700
904,903120,848206
905,664139,600941
906,923396,916821
907,398671,478565
908,708019,615769
909,506757,801986
910,533101,336118
911,932028,987022
912,285275,958586
913,304043,862770
914,753171,813900
915,103076,863223
916,365339,729212
917,567699,135450
918,241171,290272
919,643196,394920
920,518325,887341
921,365339,895934
922,463516,502681
923,400956,652102
924,536659,525595
925,209665,668474
926,882858,198264
927,650903,450331
928,506241,498063
929,315979,830325
930,695952,783134
931,767312,835977
932,120876,262624
933,377405,239282
934,483800,892771
935,940496,335594
936,350117,192503
937,483004,283396
938,191401,344247
939,875180,142443
940,503537,255626
941,442421,688764
942,789992,251738
943,876694,723629
944,941850,254683
945,808458,153129
946,489033,816133
947,593029,446111
948,638849,744496
949,795652,178841
950,504624,109170
951,995493,165546
952,761497,446820
953,600046,353204
954,578805,411164
955,679183,343431
956,299976,439721
957,267219,116715
958,111337,438546
959,858605,139602
960,637169,297829
961,394536,215618
962,893636,173862
963,633921,380420
964,925192,355359
965,822408,276437
966,670979,441577
967,630660,515202
968,406629,249080
969,686697,139478
970,337001,643028
971,403054,620676
972,607356,571031
973,567699,106137
974,666094,893311
975,186703,300797
976,901265,100638
977,215310,759193
978,388410,777459
979,911655,365946
980,954385,590030
981,305432,658342
982,403095,810638
983,670979,284589
984,710028,189203
985,568024,537008
986,250310,728650
987,434896,603549
988,745203,681636
989,225331,164542
990,514445,301963
991,737058,819199
992,648396,640294
993,871326,930405
994,950455,494135
995,438864,567070
996,312198,635170
997,552551,449666
998,573536,492825
999,193544,932625
1000,621685,740857
1001,820970,392082
1002,862670,664152
1003,443053,404606
1004,227624,986366
1005,500441,762995
1006,361577,347889
1007,851081,250478
1008,242929,317213
1009,244256,433088
1010,700557,264353
1011,272753,399631
1012,207291,726703
1013,376148,811145
1014,848118,758142
1015,205025,166594
1016,992556,182984
1017,398671,385057
1018,646036,373180
1019,351621,418867
1020,337001,806571
1021,168923,306648
1022,665423,681277
1023,105068,694472
1024,598807,928087
1025,241171,453596
1026,669371,348919
1027,373974,644536
1028,862670,728773
1029,313972,567783
1030,262297,361848
1031,364070,487400
1032,175148,736570
1033,200573,747208
1034,123363,794816
1035,930390,859694
1036,421518,981468
1037,394056,310484
1038,915580,164697
1039,210258,516233
1040,145877,434972
1041,964812,888579
1042,122275,484434
1043,224623,937645
1044,129104,951401
1045,248675,735702
1046,745729,757482
1047,184826,432629
1048,885090,399295
1049,612394,164370
1050,227393,525103
1051,736140,373048
1052,704164,392072
1053,430052,914165
1054,283973,377131
1055,310238,574120
1056,388410,937030
1057,245889,295817
1058,438864,994178
1059,754384,206944
1060,600415,562959
1061,364070,159859
1062,936759,474164
1063,435366,872498
1064,845281,743246
1065,547112,759164
1066,315917,169383
1067,170910,180183
1068,980801,287970
1069,441106,108816
1070,467699,957941
1071,234185,470849
1072,372397,883898
1073,330915,250255
1074,396401,374412
1075,253329,484145
1076,573536,755382
1077,211636,105468
1078,466178,673916
1079,466906,319975
1080,406616,347294
1081,400873,584091
1082,576573,179683
1083,879750,217619
1084,194843,463552
1085,851267,778113
1086,173985,879052
1087,619981,120250
1088,148535,277519
1089,637169,200974
1090,978163,346122
1091,645902,997868
1092,878948,823062
1093,820970,358432
1094,517063,374105
1095,911655,527537
1096,318085,369434
1097,684200,394932
1098,115602,310403
1099,546265,120526
1100,528579,461495
1101,177364,676978
1102,326384,536904
1103,187857,354186
1104,974096,744063
1105,379421,795702
1106,698692,102508
1107,660395,738453
1108,722664,327549
1109,339111,606814
1110,764510,761986
1111,870188,719869
1112,799389,498289
1113,584154,172020
1114,215559,107472
1115,218516,189310
1116,232170,307499
1117,504857,871058
1118,806253,577156
1119,380093,932200
1120,923396,415342
1121,245614,744113
1122,245889,820523
1123,753810,295994
1124,943552,971407
1125,369868,349232
1126,881628,568841
1127,160462,302316
1128,979998,113357
1129,356024,523576
1130,637169,495088
1131,816744,679041
1132,388410,319124
1133,362154,122690
1134,566236,341947
1135,438864,628766
1136,369500,831025
1137,754604,705885
1138,871326,574361
1139,232170,538730
1140,377405,599591
1141,550984,262583
1142,374120,221462
1143,974096,378809
1144,347044,114653
1145,428663,598476
1146,568024,307131
1147,644148,766907
1148,578805,841647
1149,156629,149512
1150,418796,246492
1151,751837,921715
1152,252128,855967
1153,470434,550160
1154,494610,609157
1155,779207,738432
1156,313941,497751
1157,139469,758293
1158,464615,229237
1159,618889,236369
1160,553810,568882
1161,269214,239972
1162,993429,854396
1163,184146,517474
1164,411348,587392
1165,111337,537162
1166,646427,278145
1167,298284,974178
1168,912937,744647
1169,737372,393877
1170,359058,568003
1171,954385,786551
1172,820970,976516
1173,653535,693059
1174,253437,972223
1175,884000,835248
1176,136260,314086
1177,253174,247822
1178,212702,647523
1179,384592,843329
1180,970931,755493
1181,715667,110963
1182,589411,454736
1183,241303,741658
1184,815392,265363
1185,658963,192091
1186,542846,854042
1187,439530,343045
1188,690297,230121
1189,627106,368462
1190,970041,871375
1191,115735,740449
1192,504249,302627
1193,969574,145883
1194,252128,823432
1195,234460,706138
1196,584154,923773
1197,567703,597698
1198,533101,536120
1199,418926,151286
1200,271432,900756
1201,705649,905425
1202,438778,955689
1203,238236,207926
1204,642802,719137
1205,615556,931728
1206,344893,833397
1207,438864,957995
1208,487572,887130
1209,146656,185953
1210,758818,211704
1211,573536,721628
1212,127520,695169
1213,789754,809287
1214,146656,972610
1215,669730,557439
1216,937057,904780
1217,369500,372427
1218,396401,937744
1219,949890,488924
1220,228791,611543
1221,670979,345814
1222,542273,323323
1223,585128,779693
1224,181237,281210
1225,240354,271572
1226,842275,924579
1227,975232,859446
1228,736140,206971
1229,296061,151372
1230,321511,127853
1231,507113,769000
1232,133272,854445
1233,128763,194855
1234,354702,990059
1235,380093,312168
1236,822408,835845
1237,668042,923080
1238,200975,430666
1239,893167,363858
1240,912528,806712
1241,367833,284450
1242,367833,545981
1243,938374,793954
1244,987922,342735
1245,247065,674017
1246,181237,639731
1247,401263,222846
1248,184133,419080
1249,719015,100018
1250,400978,618562
1251,893795,539024
1252,694879,961807
1253,632539,948765
1254,168923,476746
1255,659004,547426
1256,424070,558000
1257,947271,609399
1258,212702,451946
1259,989530,857116
1260,469939,636160
1261,394056,702367
1262,237380,386334
1263,122487,449800
1264,478528,319163
1265,516071,189170
1266,615556,737326
1267,600415,858033
1268,549835,313181
1269,337331,386874
1270,656930,318557
1271,267219,570895
1272,669290,685956
1273,418408,339382
1274,112623,618260
1275,217826,995894
1276,506757,244784
1277,902160,640504
1278,284204,979044
1279,872154,784910
1280,105665,410788
1281,930390,761817
1282,937419,321294
1283,848118,658998
1284,408717,505940
1285,241303,357198
1286,414639,541363
1287,584154,402270
1288,914099,270981
1289,688341,657687
1290,644148,642414
1291,171339,417719
1292,403990,269060
1293,322100,272951
1294,187782,643207
1295,644148,670643
1296,416431,896179
1297,795334,634628
1298,767312,319177
1299,139469,691737
1300,722664,418160
1301,755994,823963
1302,895841,145805
1303,573183,517936
1304,406616,707518
1305,789992,644337
1306,896578,806234
1307,180123,715138
1308,218966,285215
1309,619981,714582
1310,180058,687683
1311,426582,633929
1312,745203,647775
1313,245304,940517
1314,312694,451303
1315,466178,640679
1316,359058,830180
1317,434749,401006
1318,816744,651442
1319,671896,658028
1320,722386,419792
1321,983010,914117
1322,820466,477192
1323,309307,459160
1324,537883,646136
1325,251057,639723
1326,223934,568689
1327,344783,536492
1328,826953,576933
1329,622240,621399
1330,269211,176806
1331,937419,251313
1332,518623,631756
1333,185149,343243
1334,979151,725551
1335,575314,944814
1336,795609,112357
1337,343348,478006
1338,498389,964106
1339,150723,145878
1340,597860,851871
1341,625522,408299
1342,815930,702218
1343,940496,925328
1344,729651,666088
1345,950455,495018
1346,873701,611627
1347,449207,339189
1348,367833,214351
1349,615169,174664
1350,553810,769593
1351,394056,145347
1352,279601,969689
1353,600820,108154
1354,292537,643818
1355,245690,483476
1356,342141,198349
1357,499456,680587
1358,852310,856926
1359,418408,892590
1360,299976,603526
1361,769297,743446
1362,240656,342858
1363,145418,295083
1364,378551,523565
1365,600415,924670
1366,463516,435222
1367,542633,223936
1368,730023,639999
1369,171339,806235
1370,309512,691983
1371,843454,352228
1372,842385,301608
1373,710028,708961
1374,218516,844726
1375,754604,410098
1376,852310,857819
1377,463475,502193
1378,843454,228816
1379,283973,220801
1380,209665,633055
1381,572973,183409
1382,576554,275189
1383,147729,234995
1384,670406,472171
1385,400873,452835
1386,738214,868437
1387,622544,221460
1388,181119,831638
1389,300574,355491
1390,676085,594552
1391,852200,660454
1392,837954,464331
1393,608158,388989
1394,327261,216767
1395,463002,952777
1396,875180,206131
1397,865030,113113
1398,592748,992882
1399,160068,298573
1400,469505,403211
1401,993429,100892
1402,607356,933896
1403,535873,253647
1404,304043,308138
1405,272753,137366
1406,439400,544679
1407,490328,278176
1408,136260,113751
1409,247440,974396
1410,959806,213108
1411,643196,460321
1412,434749,206400
1413,554353,315088
1414,674070,167776
1415,566261,149484
1416,461674,899785
1417,455521,473623
1418,471383,464605
1419,769275,542809
1420,576554,834434
1421,408394,372147
1422,881628,870624
1423,684334,856344
1424,727109,131892
1425,112014,770906
1426,552025,146727
1427,718202,741423
1428,428663,698885
1429,507716,190962
1430,815392,233668
1431,598807,570818
1432,728030,211218
1433,147178,745993
1434,754384,405750
1435,936759,633961
1436,554893,744615
1437,638849,747283
1438,267793,978345
1439,376945,787821
1440,918925,118962
1441,549835,540839
1442,896578,552700
1443,893167,102453
1444,118078,351929
1445,818500,810873
1446,694398,689758
1447,151663,493323
1448,433161,805149
1449,341561,940626
1450,937057,314555
1451,888605,818672
1452,181119,534434
1453,239212,291121
1454,627106,990167
1455,587188,148817
1456,241303,129566
1457,569486,558128
1458,289351,141027
1459,243181,715200
1460,800687,584446
1461,435088,770660
1462,105073,827798
1463,919603,426669
1464,676085,462445
1465,532230,129433
1466,233434,848478
1467,868637,333556
1468,200975,298820
1469,166801,934555
1470,573536,165298
1471,876694,132621
1472,952768,663823
1473,571006,123015
1474,780766,955335
1475,888839,229557
1476,469939,305865
1477,278340,261498
1478,305432,298981
1479,278340,153881
1480,148535,701473
1481,762797,213370
1482,547112,169019
1483,421388,978331
1484,964812,822169
1485,697859,480775
1486,568754,316473
1487,354605,691936
1488,942321,233549
1489,575660,592780
1490,708019,378331
1491,115602,897625
1492,604868,206757
1493,503537,254511
1494,736140,539768
1495,103861,714220
1496,785258,929754
1497,394536,220407
1498,688167,360681
1499,707039,497852
1500,232384,865562
1501,238236,209250
1502,177023,241777
1503,447177,467790
1504,954995,991645
1505,212702,752237
1506,500142,564691
1507,403990,301713
1508,175806,971650
1509,566261,309753
1510,190465,393220
1511,669587,716384
1512,780766,432449
1513,569486,755754
1514,381043,263812
1515,745203,120271
1516,722386,902892
1517,434749,371461
1518,172583,433434
1519,424486,731356
1520,983941,143892
1521,785349,704453
1522,343947,716144
1523,803363,531480
1524,483004,851342
1525,302018,771696
1526,685606,684011
1527,615556,315296
1528,893711,368299
1529,266688,726822
1530,964082,387491
1531,783276,895686
1532,379421,792116
1533,669730,590039
1534,697574,153294
1535,363952,779860
1536,739887,300775
1537,835914,628427
1538,192672,986224
1539,865030,209892
1540,121856,408202
1541,120876,360950
1542,812165,866220
1543,761632,353015
1544,472807,260126
1545,794746,624153
1546,569342,847807
1547,902160,342419
1548,724468,846548
1549,582603,243107
1550,202186,288692
1551,235118,881847
1552,697859,551607
1553,564838,816803
1554,401545,329882
1555,919603,229990
1556,911655,923866
1557,366620,950489
1558,397881,859493
1559,648995,982995
1560,697945,554397
1561,688167,360809
1562,520268,787587
1563,550905,403836
1564,937419,911771
1565,184826,206485
1566,192672,985393
1567,949890,744913
1568,131269,168181
1569,266688,466554
1570,351621,610560
1571,295143,725889
1572,403054,849094
1573,983351,429613
1574,504453,762071
1575,122487,260335
1576,125787,440478
1577,578841,383854
1578,406629,736847
1579,228964,225362
1580,876260,414960
1581,474729,741241
1582,195899,450299
1583,834979,610932
1584,194843,789982
1585,502598,860930
1586,450130,187157
1587,508701,996611
1588,515094,445067
1589,871326,670995
1590,878948,464861
1591,808458,290033
1592,366019,124420
1593,666429,702361
1594,882858,854529
1595,593029,283356
1596,130233,770893
1597,652240,999865
1598,964812,627157
1599,718202,254402
1600,122275,873042
1601,310238,739504
1602,388556,939509
1603,910429,412757
1604,363952,713856
1605,554353,450956
1606,811476,794412
1607,418408,989305
1608,606586,924897
1609,195716,970453
1610,576554,838960
1611,534864,135512
1612,962338,124959
1613,728426,975141
1614,746236,436237
1615,394536,580919
1616,975232,334219
1617,623485,441238
1618,654920,126767
1619,452173,806373
1620,504453,760338
1621,878023,312861
1622,352066,448642
1623,414639,443923
1624,337682,163238
1625,118492,550126
1626,876994,827810
1627,198270,810416
1628,464615,222698
1629,463516,139570
1630,282825,592076
1631,130233,506118
1632,408671,703985
1633,421518,872690
1634,694333,328589
1635,483800,825463
1636,484486,171686
1637,510886,311358
1638,594396,496564
1639,445393,800246
1640,983941,174163
1641,258734,568572
1642,879259,402453
1643,401545,361850
1644,761632,229224
1645,561481,235033
1646,791269,571438
1647,821217,814589
1648,242929,968504
1649,606563,627756
1650,299976,114766
1651,991842,302728
1652,507227,508333
1653,684200,591349
1654,369868,119579
1655,395109,612981
1656,250310,365233
1657,450130,815052
1658,851267,740584
1659,207805,376691
1660,157828,984925
1661,473977,965368
1662,979854,572538
1663,499456,325963
1664,490328,435481
